ident,id,distance
CSN6256,CSN6256-1535606749-airline-0532,647.9700452253412
ANA8427,ANA8427-1535606754-airline-0334,650.1998626861847
CSC8254,CSC8254-1535606745-airline-0480,659.1382744842992
THY27,THY27-1535606756-airline-0114,659.806701208652
HBH3302,HBH3302-1535606754-airline-0062,664.472127115596
CSN3288,CSN3288-1535606749-airline-0271,666.7463872957647
CHB6266,CHB6266-1535606755-airline-0233,671.9855807627349
DKH1196,DKH1196-1535606751-airline-0148,672.6975337448123
AFR111,AFR111-1535606746-airline-0017,676.990463109636
CES2778,CES2778-1535606754-airline-0486,683.6746843763822
CSZ9134,CSZ9134-1535606759-airline-0120,699.2054827054632
CES2128,CES2128-1535606754-airline-0221,701.7825609816146
CSZ9746,CSZ9746-1535606759-airline-0325,703.0124565394541
GCR7658,GCR7658-1535606751-airline-0272,703.5012572704505
CSN6168,CSN6168-1535606749-airline-0407,709.987343958335
CES2418,CES2418-1535606754-airline-0055,710.1088877594897
CBJ5258,CBJ5258-1535606751-airline-0032,712.5053207813969
CQH8548,CQH8548-1535606746-airline-0230,715.5339931116681
CSN3190,CSN3190-1535606749-airline-0312,718.2409627727052
UEA2766,UEA2766-1535606750-airline-0101,719.0937999292548
ABW621,ABW621-1535606755-airline-0181,727.170307152342
CES2170,CES2170-1535606754-airline-0199,736.2330564886512
CQH8994,CQH8994-1535606746-airline-0239,738.9401204165579
CSZ9260,CSZ9260-1535606759-airline-0028,743.0377755344289
CQH8680,CQH8680-1535606746-airline-0470,745.6303346562773
CHH7450,CHH7450-1535606751-airline-0093,748.6318552249203
GCR7630,GCR7630-1535606751-airline-0374,748.9985878991422
XAX316,XAX316-1535606749-airline-0126,750.6214811632276
CES2316,CES2316-1535606754-airline-0523,750.9423184020425
CSH9108,CSH9108-1535606750-airline-0102,751.1140949472132
THY89,THY89-1535606756-airline-0024,751.7523468754302
CES5480,CES5480-1535606754-airline-0593,766.4539408199234
CCA116,CCA116-1535606748-airline-0347,770.037432297232
CHB6276,CHB6276-1535606755-airline-0249,770.1455296609173
CDG8844,CDG8844-1535606755-airline-0649,770.8081431792833
CBJ5768,CBJ5768-1535606751-airline-0397,773.0613913204131
CHH7836,CHH7836-1535606751-airline-0419,775.2013107175704
CBJ5576,CBJ5576-1535606751-airline-0082,777.0643652524944
CES2454,CES2454-1535606754-airline-0552,784.9228994907623
SBI505,SBI505-1535641500-schedule-0000,790.1731478580372
CHH7915,CHH7915-1535606751-airline-0000,803.9542801853506
HXA2902,HXA2902-1535606750-airline-0471,818.9623161403096
CSN6974,CSN6974-1535606749-airline-0158,820.5350260249955
DKH1638,DKH1638-1535606751-airline-0456,822.9919972640189
KAL868,KAL868-1535606752-airline-0139,823.6359549613422
CDG4776,CDG4776-1535606755-airline-0090,824.1239749881703
CES9924,CES9924-1535606754-airline-0258,827.8130576419915
CSN3480,CSN3480-1535606749-airline-0109,829.143252839051
HBH3528,HBH3528-1535606754-airline-0347,834.5481564897865
CBJ5716,CBJ5716-1535606751-airline-0275,834.9470421183779
CES2246,CES2246-1535606754-airline-0564,838.7047076698648
CDG8736,CDG8736-1535606755-airline-0230,850.5580032733263
CHH7737,CHH7737-1535606751-airline-0545,859.6803520941668
CSN3225,CSN3225-1535606749-airline-0021,861.0747272593783
CES2968,CES2968-1535606754-airline-0004,863.1267609707255
CHB6334,CHB6334-1535606755-airline-0055,868.0236834371568
CES5467,CES5467-1535606754-airline-0384,869.3187717964684
CDC8826,CDC8826-1535606751-airline-0158,870.5947602593407
CSC8892,CSC8892-1535606745-airline-0290,872.0593242047895
CES2798,CES2798-1535606754-airline-0125,872.1741083626745
CES2124,CES2124-1535606754-airline-0024,880.4846585206604
CDC8092,CDC8092-1535606751-airline-0214,882.2345881665888
CQH8866,CQH8866-1535606746-airline-0482,884.6570431683983
CDC8978,CDC8978-1535606751-airline-0233,887.7165245649057
LKE9651,LKE9651-1535606746-airline-0526,889.8503262255249
CSH9159,CSH9159-1535606750-airline-0085,892.0259760199872
CBJ5242,CBJ5242-1535606751-airline-0176,892.9207973265128
CES2770,CES2770-1535606754-airline-0157,893.5522355025017
OKA2996,OKA2996-1535606748-airline-0442,894.4011559074761
OKA2863,OKA2863-1535606748-airline-0429,898.3431827577995
CSH822,CSH822-1535606750-airline-0022,911.680345534171
CES5562,CES5562-1535606754-airline-0143,911.993266345555
JYH1070,JYH1070-1535631300-schedule-0003,912.0077612587418
CSC8540,CSC8540-1535606745-airline-0490,913.9895631911286
9H8362,9H8362-1535606746-airline-0081,914.2190563819377
CES2952,CES2952-1535606754-airline-0521,915.2024751256299
CSC8726,CSC8726-1535606745-airline-0639,916.3435925051823
GCR7644,GCR7644-1535606751-airline-0144,916.5741844558165
QTR8960,QTR8960-1535606755-airline-0250,916.7214742594862
CSN3726,CSN3726-1535606749-airline-0059,917.8415580770242
GCR7614,GCR7614-1535606751-airline-0176,919.1898334731007
CES2332,CES2332-1535606754-airline-0580,919.330130991306
CES5541,CES5541-1535606754-airline-0454,919.7012167543131
XAX346,XAX346-1535606749-airline-0314,919.9499657713976
ETD931,ETD931-1535606750-airline-0111,920.5357698074633
CES5690,CES5690-1535606754-airline-0112,920.6811135020267
QTR859,QTR859-1535643900-schedule-0000,922.0605918663331
CES5376,CES5376-1535606754-airline-0569,929.8021559633102
CCA4174,CCA4174-1535606748-airline-0134,930.0115321535652
CDG8062,CDG8062-1535606755-airline-0014,930.1187935190512
QDA9796,QDA9796-1535633700-schedule-0001,930.7794607910126
KZR227,KZR227-1535606752-airline-0202,931.2963928634837
CES2300,CES2300-1535606754-airline-0292,932.4029697337946
CES2236,CES2236-1535606754-airline-0217,933.1128939148148
DKH1024,DKH1024-1535606751-airline-0429,933.7726942078998
CSN3577,CSN3577-1535606749-airline-0467,933.7726942078998
CES2786,CES2786-1535606754-airline-0106,934.246016375476
CDC8886,CDC8886-1535606751-airline-0077,934.2530504474257
CES9906,CES9906-1535606754-airline-0212,934.4477892421405
CES2728,CES2728-1535606754-airline-0100,935.2112069462655
CES2353,CES2353-1535606754-airline-0146,935.2533389202023
SIA7,SIA7-1535643300-schedule-0000,937.3978407404873
CSC8292,CSC8292-1535606745-airline-0048,938.7699318237115
OKA2776,OKA2776-1535606748-airline-0344,946.3027565658542
CHB6378,CHB6378-1535606755-airline-0013,949.0264601552013
KLM894,KLM894-1535606752-airline-0045,949.8128226255707
CCA989,CCA989-1535606748-airline-0043,950.6228785941003
TLM923,TLM923-1535606756-airline-0255,951.2824346102692
CCA4591,CCA4591-1535606748-airline-0160,951.9629885662182
CCA4022,CCA4022-1535606748-airline-0122,952.1889922630796
TBA6017,TBA6017-1535606757-airline-0030,952.8501840314441
CES5634,CES5634-1535606754-airline-0481,957.1632247451234
TLM974,TLM974-1535606756-airline-0105,959.311717663659
CQH8984,CQH8984-1535606746-airline-0170,963.1426173913633
CCA1978,CCA1978-1535606748-airline-0013,966.4135009481214
CSZ9916,CSZ9916-1535606759-airline-0435,969.1861465294045
CES563,CES563-1535606754-airline-0133,972.7648294951363
CSN3618,CSN3618-1535606749-airline-0063,974.873158249417
UEA2240,UEA2240-1535606750-airline-0368,977.2699666861959
CSC8108,CSC8108-1535606745-airline-0105,977.8054969343549
CQH8830,CQH8830-1535606746-airline-0319,979.7562889385116
CSN3496,CSN3496-1535606749-airline-0086,980.2196566255277
DKH1026,DKH1026-1535606751-airline-0403,980.8044805323085
CSC8860,CSC8860-1535606745-airline-0297,982.7612944241773
CES2514,CES2514-1535606754-airline-0481,985.6107674623936
CSH9394,CSH9394-1535606750-airline-0231,986.6033436342578
CDG8878,CDG8878-1535606755-airline-0034,986.9837561559178
LKE9652,LKE9652-1535606746-airline-0326,992.8295111088272
CSC8814,CSC8814-1535606745-airline-0156,994.5926123751082
CDC8976,CDC8976-1535606751-airline-0123,995.0489769712063
CBJ5350,CBJ5350-1535606751-airline-0018,997.2712349380948
OKA2788,OKA2788-1535606748-airline-0383,997.8787878556074
CSN6914,CSN6914-1535606749-airline-0241,1002.5457966660515
CSZ9813,CSZ9813-1535606759-airline-0091,1002.6751604628375
TBA6026,TBA6026-1535606757-airline-0349,1003.2455761120821
CCA1766,CCA1766-1535606748-airline-0019,1006.7611757091206
UEA2276,UEA2276-1535606750-airline-0096,1006.9353809447025
CSC8356,CSC8356-1535606745-airline-0265,1007.2858801714514
CSH9364,CSH9364-1535606750-airline-0051,1012.0289533093236
CSN8595,CSN8595-1535606749-airline-0153,1012.3643261666905
CBJ5366,CBJ5366-1535606751-airline-0116,1013.1250081704183
CQH8824,CQH8824-1535606746-airline-0082,1014.9584356098038
CSN6226,CSN6226-1535606749-airline-0100,1015.4311086055986
SVR7709,SVR7709-1535606757-airline-0491,1015.515418778073
CSN6202,CSN6202-1535606749-airline-0414,1024.2245291517954
CES5619,CES5619-1535606754-airline-0403,1024.2245291517954
CHH7677,CHH7677-1535606751-airline-0228,1026.7113083944369
CES5244,CES5244-1535606754-airline-0505,1029.5484745588828
CCA960,CCA960-1535606748-airline-0311,1036.766315137838
CXA8067,CXA8067-1535606753-airline-0046,1039.7597777306214
IRM76,IRM76-1535606758-airline-0174,1040.4465080521757
CCA805,CCA805-1535606748-airline-0088,1043.4316250884722
DKH1076,DKH1076-1535606751-airline-0262,1045.2254691671462
CSN8410,CSN8410-1535606749-airline-0056,1049.2819007343758
CSC8850,CSC8850-1535606745-airline-0024,1049.6511868385821
UAE319,UAE319-1535606750-airline-0123,1051.2607858710055
CSH9320,CSH9320-1535606750-airline-0018,1051.4987956862576
CSN3544,CSN3544-1535606749-airline-0224,1058.455891316321
LKE9870,LKE9870-1535606746-airline-0378,1059.7875815811828
CQH8996,CQH8996-1535606746-airline-0274,1060.1180058972923
CCA1910,CCA1910-1535606748-airline-0094,1062.8420165632158
CES2296,CES2296-1535606754-airline-0018,1064.3714540395724
CQH8973,CQH8973-1535606746-airline-0450,1064.6857676485517
CSH9396,CSH9396-1535606750-airline-0300,1065.2428712605415
CES2926,CES2926-1535606754-airline-0127,1068.9264518514526
CES5504,CES5504-1535606754-airline-0616,1071.6002480231332
YZR7515,YZR7515-1535606759-airline-0420,1073.0178325703123
CES5210,CES5210-1535606754-airline-0040,1074.0262411400815
CCA404,CCA404-1535606748-airline-0009,1080.512132065355
CJX8950,CJX8950-1535641500-schedule-0000,1084.2578596335097
CSH9459,CSH9459-1535606750-airline-0281,1086.4302015279773
YZR7504,YZR7504-1535606759-airline-0101,1088.6359748772752
HDA870,HDA870-1535606752-airline-0274,1088.6359748772752
CQH8580,CQH8580-1535606746-airline-0003,1088.6359748772752
CHH7656,CHH7656-1535606751-airline-0528,1091.392645928944
CSH9342,CSH9342-1535606750-airline-0234,1095.3995162991303
DKH1220,DKH1220-1535606751-airline-0022,1097.2816393087364
CES2558,CES2558-1535606754-airline-0617,1098.1788718508783
CSC8046,CSC8046-1535606745-airline-0225,1098.7545113552592
CSH9316,CSH9316-1535606750-airline-0176,1098.8181942182143
CSH9370,CSH9370-1535606750-airline-0291,1101.2480666873846
CES5612,CES5612-1535606754-airline-0396,1103.5798591784705
CSN6171,CSN6171-1535606749-airline-0091,1108.2994652281418
EPA6275,EPA6275-1535639400-schedule-0000,1109.429935714781
CSN6912,CSN6912-1535606749-airline-0009,1110.159630941349
CSN6176,CSN6176-1535606749-airline-0213,1114.2497581452278
CSC8880,CSC8880-1535606745-airline-0244,1114.3367905876464
AFL206,AFL206-1535611200-schedule-0001,1115.9685308380006
AAR383,AAR383-1535606755-airline-0229,1116.751004303448
CSC8935,CSC8935-1535606745-airline-0127,1117.96882892966
CSN6472,CSN6472-1535606749-airline-0016,1119.2542440643372
ANA967,ANA967-1535606754-airline-0024,1119.6776693298664
FDX159,FDX159-1535704802-0-0-233,1120.5377482037
CCA1950,CCA1950-1535606748-airline-0065,1121.6376292243206
CSZ9899,CSZ9899-1535606759-airline-0497,1122.2300081222468
CSN3586,CSN3586-1535606749-airline-0335,1122.4317844174818
CHH7282,CHH7282-1535606751-airline-0607,1125.2923373393317
CSZ9545,CSZ9545-1535606759-airline-0233,1125.9879920203362
CSC8153,CSC8153-1535606745-airline-0579,1128.509863894974
CES2540,CES2540-1535606754-airline-0393,1132.0975162521931
CHH7114,CHH7114-1535606751-airline-0471,1134.0012436607774
CSN3442,CSN3442-1535606749-airline-0092,1136.3336995691893
CBJ5301,CBJ5301-1535606751-airline-0232,1137.3113094660284
XAX330,XAX330-1535606749-airline-0306,1140.1736957087282
MAS39,MAS39-1535641800-schedule-0000,1145.5538912961924
CSH9216,CSH9216-1535606750-airline-0127,1147.0996020494226
CSN6578,CSN6578-1535606749-airline-0354,1148.0458739956894
CES5446,CES5446-1535606754-airline-0456,1148.3211490384367
CCA1744,CCA1744-1535606748-airline-0185,1153.3808832372567
KAL319,KAL319-1535606752-airline-0061,1153.4642022985288
CES5360,CES5360-1535606754-airline-0184,1158.1106247143405
UAE317,UAE317-1535606750-airline-0021,1158.331837543048
CQH8908,CQH8908-1535606746-airline-0073,1159.5356105410942
CSC8226,CSC8226-1535606745-airline-0114,1160.0028958270543
CQH8524,CQH8524-1535606746-airline-0476,1160.591003618468
CSN3564,CSN3564-1535606749-airline-0489,1161.7857099807934
CES2376,CES2376-1535606754-airline-0506,1162.7446804148124
CXA8230,CXA8230-1535606753-airline-0453,1163.1726953061122
CSN6431,CSN6431-1535606749-airline-0215,1164.5237888425117
CDG8874,CDG8874-1535606755-airline-0519,1165.6907262105346
CBJ5578,CBJ5578-1535606751-airline-0308,1170.4649277590272
CDC8882,CDC8882-1535606751-airline-0306,1170.9052232109368
CXA8132,CXA8132-1535606753-airline-0252,1171.1605949971383
KAL473,KAL473-1535606752-airline-0127,1173.536260352178
TYA520,TYA520-1535606759-airline-0400,1173.8768437138003
TWB621,TWB621-1535606757-airline-0405,1174.9172699918645
CES2394,CES2394-1535606754-airline-0009,1178.22037950418
GCR6593,GCR6593-1535606751-airline-0224,1180.4643476159335
CSN3680,CSN3680-1535606749-airline-0464,1180.6491787603168
CXA8674,CXA8674-1535606753-airline-0429,1181.689757256666
CQH8886,CQH8886-1535606746-airline-0373,1182.9931118712038
CSN6468,CSN6468-1535606749-airline-0416,1183.7396187033517
CDC8685,CDC8685-1535606751-airline-0203,1184.2676028855367
CCA8218,CCA8218-1535606748-airline-0307,1185.1298257990932
CDG4636,CDG4636-1535606755-airline-0199,1188.789785140815
HDA622,HDA622-1535606752-airline-0316,1191.618044159289
CES5700,CES5700-1535606754-airline-0426,1192.0524356996334
CSH9381,CSH9381-1535606750-airline-0349,1196.7676586586904
CXA8036,CXA8036-1535606753-airline-0001,1196.8167156752813
CES5411,CES5411-1535606754-airline-0376,1197.6108970607563
XAX307,XAX307-1535606749-airline-0172,1201.7435727962788
YZR7510,YZR7510-1535606759-airline-0131,1204.1335864000753
CCA1970,CCA1970-1535606748-airline-0070,1205.2927489216008
CSC8919,CSC8919-1535606745-airline-0421,1208.093165095024
CSN3630,CSN3630-1535606749-airline-0020,1209.175350609079
ABW649,ABW649-1535606755-airline-0220,1209.1969806321247
TBA9829,TBA9829-1535606757-airline-0530,1210.704950233452
CXA805,CXA805-1535606753-airline-0015,1213.1244067595912
TWB810,TWB810-1535606757-airline-0444,1224.3514130871617
QTR807,QTR807-1535606755-airline-0299,1226.2404333860777
LKE9840,LKE9840-1535606746-airline-0279,1232.9874118267974
CES2854,CES2854-1535606754-airline-0050,1239.5604185315747
YZR7492,YZR7492-1535780311-1-0-31,1246.276002329564
DKH1106,DKH1106-1535606751-airline-0184,1247.4923753426747
CDC8989,CDC8989-1535606751-airline-0110,1248.4750851443425
CBJ5641,CBJ5641-1535606751-airline-0228,1253.5776695121976
LKE9890,LKE9890-1535606746-airline-0362,1254.3259789045348
CES5566,CES5566-1535606754-airline-0643,1257.0051570377343
CBJ5508,CBJ5508-1535606751-airline-0371,1260.3036244052312
CXA8192,CXA8192-1535606753-airline-0270,1269.5620421992012
HBH3307,HBH3307-1535606754-airline-0143,1270.6088476558555
CES2349,CES2349-1535606754-airline-0082,1272.0227449142114
CDG4706,CDG4706-1535606755-airline-0151,1273.4485865652878
UEA2748,UEA2748-1535606750-airline-0393,1273.4626248998143
CXA8238,CXA8238-1535606753-airline-0426,1276.234015506387
CSN327,CSN327-1535606749-airline-0310,1277.232512582882
DKH1080,DKH1080-1535606751-airline-0098,1278.190499000402
LKE9984,LKE9984-1535606746-airline-0033,1283.0499541520169
CBJ5192,CBJ5192-1535606751-airline-0050,1284.0060191405064
CSH9311,CSH9311-1535606750-airline-0217,1286.6608044435277
CKK248,CKK248-1535606749-airline-0068,1289.9697811488238
CSC8240,CSC8240-1535606745-airline-0471,1290.878713057456
CQH8932,CQH8932-1535606746-airline-0082,1296.6416773781923
CES5477,CES5477-1535606754-airline-0004,1297.2145345072938
CES5472,CES5472-1535606754-airline-0246,1301.94542380547
CSZ9223,CSZ9223-1535606759-airline-0077,1304.4444608801025
CES2936,CES2936-1535606754-airline-0005,1306.3264234770706
CES2309,CES2309-1535606754-airline-0444,1307.497036204293
CES9920,CES9920-1535606754-airline-0044,1307.497036204293
CSN699,CSN699-1535606749-airline-0095,1309.821663041104
CHB6260,CHB6260-1535606755-airline-0117,1309.9326041422323
CSN6482,CSN6482-1535606749-airline-0555,1310.3114301209598
CXA8026,CXA8026-1535606753-airline-0110,1313.7844431437895
CBJ5314,CBJ5314-1535606751-airline-0402,1314.043578125512
UEA2734,UEA2734-1535606750-airline-0156,1315.202720137036
CSN3938,CSN3938-1535606749-airline-0462,1315.5418216857097
QDA6021,QDA6021-1535633100-schedule-0002,1318.0149657147804
CSN3991,CSN3991-1535606749-airline-0325,1318.0149657147804
CHH7347,CHH7347-1535606751-airline-0023,1318.2734684572088
CCA4534,CCA4534-1535606748-airline-0292,1321.3501447066024
CDC8692,CDC8692-1535606751-airline-0116,1321.6823370641087
ANA8489,ANA8489-1535606754-airline-0297,1322.790403051942
CHB6388,CHB6388-1535606755-airline-0043,1323.485833584397
CUH2508,CUH2508-1535606758-airline-0087,1325.9176361650082
CES5392,CES5392-1535606754-airline-0625,1327.8183150404548
CSN6698,CSN6698-1535606749-airline-0507,1328.1397634640828
CSN3546,CSN3546-1535606749-airline-0344,1328.6186167253984
CBJ5354,CBJ5354-1535606751-airline-0301,1329.0274067913851
CSC8630,CSC8630-1535606745-airline-0495,1331.3169065610948
OKA2714,OKA2714-1535606748-airline-0255,1334.4799498208533
TLM1434,TLM1434-1535606756-airline-0338,1334.4799498208533
CSN3381,CSN3381-1535606749-airline-0369,1335.120314743354
JYH1034,JYH1034-1535641500-schedule-0000,1339.7782885409845
CDG4960,CDG4960-1535606755-airline-0243,1340.8973283607615
CDG8054,CDG8054-1535606755-airline-0459,1342.335053778481
CDC8684,CDC8684-1535606751-airline-0112,1342.68068334717
CBJ5112,CBJ5112-1535606751-airline-0226,1344.7362011201465
UEA2750,UEA2750-1535606750-airline-0260,1346.2792048459376
CCA4564,CCA4564-1535606748-airline-0052,1348.7743291165432
TBA9906,TBA9906-1535606757-airline-0140,1352.1241160038132
CSZ9534,CSZ9534-1535606759-airline-0263,1352.6077123278217
FDX6028,FDX6028-1535731816-1-0-80,1352.9968096693983
CSH856,CSH856-1535606750-airline-0070,1353.439706023904
CSC8966,CSC8966-1535606745-airline-0460,1353.84511880126
DAL88,DAL88-1535606749-airline-0529,1354.0215198222593
CQH8950,CQH8950-1535606746-airline-0498,1354.9573103096304
CES5812,CES5812-1535606754-airline-0526,1355.4739609791104
CSC8936,CSC8936-1535606745-airline-0318,1355.5971984635175
CHH7163,CHH7163-1535606751-airline-0117,1356.0916378345803
CXA8186,CXA8186-1535606753-airline-0371,1358.5546379464588
CDG4962,CDG4962-1535606755-airline-0285,1360.0697252686948
HDA996,HDA996-1535606752-airline-0328,1361.39775470125
CHH7532,CHH7532-1535606751-airline-0192,1363.7818695415194
CHH467,CHH467-1535606751-airline-0289,1367.9949616812053
CSN3132,CSN3132-1535606749-airline-0270,1368.2226664531952
CCA1746,CCA1746-1535606748-airline-0318,1368.2635702023322
CCA1988,CCA1988-1535606748-airline-0096,1368.7814965905948
CDC8658,CDC8658-1535606751-airline-0219,1369.2523957776573
CXA8582,CXA8582-1535606753-airline-0156,1370.2746844060418
